Store,Date,Forecast,WeekOfYear,Lower_95,Upper_95,Expected_MAPE
37,2012-12-14,542426.0,50,525997.0,558855.0,1.55
37,2012-12-21,615753.0,51,597103.0,634403.0,1.55
37,2012-12-28,502279.0,52,487066.0,517492.0,1.55
37,2013-01-04,557371.0,1,540489.0,574253.0,1.55
37,2013-01-11,552864.0,2,536119.0,569609.0,1.55
37,2013-01-18,549531.0,3,532887.0,566175.0,1.55
38,2012-11-02,455780.0,44,425944.0,485616.0,3.34
38,2012-11-09,433450.0,45,405076.0,461824.0,3.34
38,2012-11-16,420802.0,46,393256.0,448348.0,3.34
38,2012-11-23,422248.0,47,394607.0,449889.0,3.34
38,2012-11-30,434293.0,48,405864.0,462722.0,3.34
38,2012-12-07,453117.0,49,423455.0,482779.0,3.34
38,2012-12-14,429124.0,50,401033.0,457215.0,3.34
38,2012-12-21,431892.0,51,403620.0,460164.0,3.34
38,2012-12-28,417554.0,52,390220.0,444888.0,3.34
38,2013-01-04,453381.0,1,423702.0,483060.0,3.34
38,2013-01-11,431349.0,2,403112.0,459586.0,3.34
38,2013-01-18,429342.0,3,401237.0,457447.0,3.34
39,2012-11-02,1620086.0,44,1495776.0,1744396.0,3.91
39,2012-11-09,1571557.0,45,1450971.0,1692143.0,3.91
39,2012-11-16,1563834.0,46,1443840.0,1683828.0,3.91
39,2012-11-23,2219863.0,47,2049532.0,2390194.0,3.91
39,2012-11-30,1674381.0,48,1545905.0,1802857.0,3.91
39,2012-12-07,1773589.0,49,1637501.0,1909677.0,3.91
39,2012-12-14,2020372.0,50,1865348.0,2175396.0,3.91
39,2012-12-21,2401513.0,51,2217244.0,2585782.0,3.91
39,2012-12-28,1637345.0,52,1511711.0,1762979.0,3.91
39,2013-01-04,1567497.0,1,1447222.0,1687772.0,3.91
39,2013-01-11,1486100.0,2,1372071.0,1600129.0,3.91
39,2013-01-18,1499691.0,3,1384619.0,1614763.0,3.91
40,2012-11-02,1043070.0,44,977689.0,1108451.0,3.2
40,2012-11-09,1051944.0,45,986007.0,1117881.0,3.2
40,2012-11-16,934045.0,46,875498.0,992592.0,3.2
40,2012-11-23,1114277.0,47,1044433.0,1184121.0,3.2
40,2012-11-30,1040728.0,48,975494.0,1105962.0,3.2
40,2012-12-07,1128354.0,49,1057628.0,1199080.0,3.2
40,2012-12-14,1106337.0,50,1036991.0,1175683.0,3.2
40,2012-12-21,1575532.0,51,1476776.0,1674288.0,3.2
40,2012-12-28,983853.0,52,922184.0,1045522.0,3.2
40,2013-01-04,955890.0,1,895974.0,1015806.0,3.2
40,2013-01-11,842678.0,2,789858.0,895498.0,3.2
40,2013-01-18,849906.0,3,796633.0,903179.0,3.2
41,2012-11-02,1407765.0,44,1336017.0,1479513.0,2.6
41,2012-11-09,1372226.0,45,1302289.0,1442163.0,2.6
41,2012-11-16,1361501.0,46,1292111.0,1430891.0,2.6
41,2012-11-23,1880626.0,47,1784778.0,1976474.0,2.6
41,2012-11-30,1377805.0,48,1307584.0,1448026.0,2.6
41,2012-12-07,1525316.0,49,1447577.0,1603055.0,2.6
41,2012-12-14,1687800.0,50,1601780.0,1773820.0,2.6
41,2012-12-21,2227800.0,51,2114258.0,2341342.0,2.6
41,2012-12-28,1373393.0,52,1303397.0,1443389.0,2.6
41,2013-01-04,1309564.0,1,1242821.0,1376307.0,2.6
41,2013-01-11,1189016.0,2,1128417.0,1249615.0,2.6
41,2013-01-18,1159516.0,3,1100420.0,1218612.0,2.6
42,2012-11-02,618300.0,44,563202.0,673398.0,4.55
42,2012-11-09,627785.0,45,571842.0,683728.0,4.55
42,2012-11-16,576593.0,46,525212.0,627974.0,4.55
42,2012-11-23,594442.0,47,541470.0,647414.0,4.55
42,2012-11-30,526099.0,48,479217.0,572981.0,4.55
42,2012-12-07,627964.0,49,572005.0,683923.0,4.55
42,2012-12-14,622624.0,50,567141.0,678107.0,4.55
42,2012-12-21,599604.0,51,546172.0,653036.0,4.55
42,2012-12-28,502514.0,52,457734.0,547294.0,4.55
42,2013-01-04,634808.0,1,578239.0,691377.0,4.55
42,2013-01-11,642484.0,2,585231.0,699737.0,4.55
42,2013-01-18,598656.0,3,545309.0,652003.0,4.55
43,2012-11-02,640456.0,44,611690.0,669222.0,2.29
43,2012-11-09,635542.0,45,606996.0,664088.0,2.29
43,2012-11-16,639307.0,46,610592.0,668022.0,2.29
43,2012-11-23,647538.0,47,618454.0,676622.0,2.29
43,2012-11-30,608438.0,48,581110.0,635766.0,2.29
43,2012-12-07,641844.0,49,613015.0,670673.0,2.29
43,2012-12-14,647989.0,50,618884.0,677094.0,2.29
43,2012-12-21,651660.0,51,622391.0,680929.0,2.29
43,2012-12-28,538143.0,52,513972.0,562314.0,2.29
43,2013-01-04,643129.0,1,614243.0,672015.0,2.29
43,2013-01-11,644530.0,2,615581.0,673479.0,2.29
43,2013-01-18,636956.0,3,608347.0,665565.0,2.29
44,2012-11-02,346501.0,44,331580.0,361422.0,2.2
44,2012-11-09,343419.0,45,328630.0,358208.0,2.2
44,2012-11-16,344228.0,46,329404.0,359052.0,2.2
44,2012-11-23,344495.0,47,329660.0,359330.0,2.2
44,2012-11-30,318263.0,48,304558.0,331968.0,2.2
44,2012-12-07,336386.0,49,321900.0,350872.0,2.2
44,2012-12-14,341237.0,50,326542.0,355932.0,2.2
44,2012-12-21,353305.0,51,338091.0,368519.0,2.2
44,2012-12-28,309741.0,52,296403.0,323079.0,2.2
44,2013-01-04,335592.0,1,321140.0,350044.0,2.2
44,2013-01-11,342619.0,2,327865.0,357373.0,2.2
44,2013-01-18,341414.0,3,326712.0,356116.0,2.2
45,2012-11-02,779329.0,44,722925.0,835733.0,3.69
45,2012-11-09,787550.0,45,730551.0,844549.0,3.69
45,2012-11-16,764254.0,46,708941.0,819567.0,3.69
45,2012-11-23,1111334.0,47,1030901.0,1191767.0,3.69
45,2012-11-30,826431.0,48,766618.0,886244.0,3.69
45,2012-12-07,930083.0,49,862768.0,997398.0,3.69
45,2012-12-14,1036137.0,50,961146.0,1111128.0,3.69
45,2012-12-21,1487989.0,51,1380295.0,1595683.0,3.69
45,2012-12-28,824668.0,52,764982.0,884354.0,3.69
45,2013-01-04,751390.0,1,697008.0,805772.0,3.69
45,2013-01-11,712024.0,2,660491.0,763557.0,3.69
45,2013-01-18,685674.0,3,636048.0,735300.0,3.69
